"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"7829","2017-01-31","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","alg/lfho/31-01-2017","compressive strength of concrete cube","2017-01-31","","0","Job_Completed"
"7828","2017-01-30","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC29 (30-01-2017)","compressive strength of concrete cube","2017-01-30","","0","Job_Completed"
"7827","2017-01-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 30-01-2017","compressive strength of concrete cube","2017-01-30","","0","Job_Completed"
"7826","2017-01-30","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 30-01-2017","compressive strength of concrete cube","2017-01-30","","0","Job_Completed"
"7825","2017-01-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","alg/lfho/30-01-2017","compressive strength of concrete cube","2017-01-30","","0","Job_Completed"
"7824","2017-01-29","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","verbal order dated 24-01-2017","field cbr","2017-01-24","","0","Job_Completed"
"7823","2017-01-29","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON515533/28.12.2016","Multi NDT Insp -","","","0","Ongoing"
"7822","2017-01-29","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 29-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7821","2017-01-29","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ/CSCY 28-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7820","2017-01-29","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ/CSCY 28-01-2017","COMPRESSIVE STRENGTH OF CONCRETE CYLINDERS","2017-01-28","","0","Job_Completed"
"7819","2017-01-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG","CRACK EVALUATION","2017-01-29","","0","Job_Completed"
"7818","2017-01-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250 29-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7817","2017-01-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250 28-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7816","2017-01-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 29-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7815","2017-01-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO 29-01-2017","compressive strength of concrete cube","2017-01-29","","0","Job_Completed"
"7814","2017-01-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO 28-01-2017","compressive strength of concrete cube","2017-01-28","","0","Job_Completed"
"7813","2017-01-28","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","gc29 28-01-2017","compressive strength of concrete cube","2017-01-28","","0","Job_Completed"
"7812","2017-01-28","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247 28-01-2017","compressive strength of concrete cube","2017-01-28","","0","Job_Completed"
"7811","2017-01-27","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5016084/26.01.2017","Boroscopy for LPK-D-8001","2017-01-30","","0","Cancelled"
"7810","2017-01-26","BAK-01","BAHAR AL KHALEEJ TRADING COMPANY","Verbal","Calibration of Welding m/c","2017-01-26","","0","Job_Completed"
"7809","2017-01-26","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 26-01-2017","compressive strength of concrete cube","2017-01-26","","0","Job_Completed"
"7808","2017-01-26","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 (26-01-2017)","compressive strength of concrete cube","2017-01-26","","0","Job_Completed"
"7807","2017-01-26","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 26-01-2017","compressive strength of concrete cube","2017-01-26","","0","Job_Completed"
"7806","2017-01-26","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","gc-29 26-01-2017","compressive strength of concrete cube","2017-01-26","","0","Job_Completed"
"7805","2017-01-26","Inco Lab -01","INCO LAB","INCO-LAB Test Request Form","Tensile test of rebars as per A370","2017-01-28","","0","Job_Completed"
"7804","2017-01-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","Verbal","Calibration of Torque wrench","2017-01-26","","0","Pending"
"7803","2017-01-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","26-01-2017","compressive strength of concrete cube","0017-01-26","","0","Job_Completed"
"7802","2017-01-26","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","NRPZ(26-01-2017)","CSCY","2017-01-26","","0","Job_Completed"
"7801","2017-01-25","BAK-01","BAHAR AL KHALEEJ TRADING COMPANY","Verbal","Calibration of Welding machines","2017-01-25","","0","Job_Completed"
"7800","2017-01-25","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 25-01-2017","compressive strength of concrete cube","2017-01-25","","0","Job_Completed"
"7799","2017-01-25","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5016061/25.01.2017","boroscopy for OLK-E-C905","","","0","invoiced"
"7798","2017-01-25","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5015787/11.01.2017","WELDING INSPECTOR 3 MONTHS","","","0","partially completed"
"7797","2017-01-25","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5015847/15.01.2017","API 570 INSPECTOR - 3 MONTHS","","","0","partially completed"
"7796","2017-01-25","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","NRPZ(25-01-2017)","COMPRESSIVE STRENGTH OF CONCRETE CYLINDERS","2017-01-25","","0","Job_Completed"
"7795","2017-01-25","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(25-01-2017)","compressive strength of concrete cube","2017-01-25","","0","Job_Completed"
"7794","2017-01-25","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 (25-01-2017)","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7793","2017-01-25","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC29 25-01-2017","compressive strength of concrete cube","2017-01-25","","0","Job_Completed"
"7792","2017-01-25","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","alg(25-01-2017)","compressive strength of concrete cube","2017-01-25","","0","Job_Completed"
"7791","2017-01-25","Mahat-01","Mahatta Trading Co","Verbal","Calibration of Welding m/c","2017-01-25","","0","Job_Completed"
"7790","2017-01-25","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247(25-01-2017)","compressive strength of concrete cube","2017-01-25","","0","Job_Completed"
"7789","2017-01-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","EMIL DATED 13-01-2017","MODIFIED PROCTOR","2017-01-23","","0","Job_Completed"
"7788","2017-01-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","EMAIL DATED 07-01-2016","MODIFEDPROCTOR","2017-01-14","","0","Job_Completed"
"7787","2017-01-24","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 (24-01-2017)","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7786","2017-01-24","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","-250(24-01-2017)","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7785","2017-01-24","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(24-01-2017)","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7784","2017-01-24","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 24-01-2017","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7783","2017-01-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","alg (24-01-2017)","compressive strength of concrete cube","2017-01-24","","0","Job_Completed"
"7782","2017-01-23","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 23-01-2017","compressive strength of concrete cube","2017-01-23","","0","Job_Completed"
"7781","2017-01-23","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","KAK Requestdt. nil","Calibration","2017-01-23","","0","Job_Completed"
"7780","2017-01-23","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","EMAIL DATED 14-01-2017","SOIL ANALYSIS","2017-01-24","","0","Job_Completed"
"7779","2017-01-23","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(23-01-2017)","compressive strength of concrete cube","2017-01-22","","0","Job_Completed"
"7778","2017-01-23","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(23-01-2017)","compressive strength of concrete cube","2017-01-23","","0","Job_Completed"
"7777","2017-01-23","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(23-01-2017)","compressive strength of concrete cube","2017-01-23","","0","Job_Completed"
"7776","2017-01-23","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG(23-01-2017)","compressive strength of concrete cube","2017-01-23","","0","Job_Completed"
"7775","2017-01-22","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","REQUEST DATED 15-1-2017","FIELD CBR","2017-01-19","","0","Job_Completed"
"7774","2017-01-22","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","22-01-2017","compressive strength of concrete cube","2017-01-22","","0","Job_Completed"
"7773","2017-01-22","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(22-01-2017)","compressive strength of concrete cube","2017-01-21","","0","Job_Completed"
"7772","2017-01-22","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250/22-1-2017","compressive strength of concrete cube","2017-01-22","","0","Job_Completed"
"7771","2017-01-22","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247-22-01-2017","CSC","2017-01-22","","0","Job_Completed"
"7770","2017-01-22","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA/22-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-22","","0","Job_Completed"
"7769","2017-01-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG(22-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-22","","0","Job_Completed"
"7768","2017-01-22","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5014887/07.11.2016","ET for EU2-E-2905B","2017-01-25","","0","invoiced"
"7767","2017-01-21","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","Nil","Calibration","2017-01-21","","0","Cancelled"
"7766","2017-01-21","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","21-01-2017","CSC","2017-01-21","","0","Job_Completed"
"7765","2017-01-21","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","21-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-21","","0","Job_Completed"
"7764","2017-01-21","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","EMAIL DATED 11-1-20017","CHEMICAL, PHYSICAL & BIOLOGICAL TESTS ON","2017-01-21","","0","Job_Completed"
"7763","2017-01-21","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","21-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-02-21","","0","Job_Completed"
"7762","2017-01-21","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","21-01-2017","CSC","2017-01-21","","0","Job_Completed"
"7761","2017-01-21","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","21-01-2017","CSC","2017-01-21","","0","Job_Completed"
"7760","2017-01-19","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7759","2017-01-19","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7758","2017-01-19","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7757","2017-01-19","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","HEISCO/MAA(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7756","2017-01-19","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7755","2017-01-19","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7754","2017-01-19","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG-LFHO(20-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7753","2017-01-19","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG(19-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-19","","0","Job_Completed"
"7752","2017-01-19","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","VERBAL","CSC FOR THE MONTH OF JANUARY","2017-01-31","","0","Pending"
"7751","2017-01-18","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","CGC/PROC/18-01-2017","STANDARD PROCTOR","2017-01-09","","0","Job_Completed"
"7750","2017-01-18","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(18-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-18","","0","Job_Completed"
"7749","2017-01-18","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO/18-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-18","","0","Job_Completed"
"7748","2017-01-18","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250(18-1-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-18","","0","Job_Completed"
"7747","2017-01-18","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P247(18-1-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-08","","0","Job_Completed"
"7746","2017-01-17","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(17-O1-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-17","","0","Job_Completed"
"7745","2017-01-17","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA(17-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","","","0","Job_Completed"
"7744","2017-01-17","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","Verbal","Third Party Calibration","2017-01-17","","0","Unauthorised"
"7743","2017-01-17","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(17-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-17","","0","Job_Completed"
"7742","2017-01-17","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","Verbal","Third Party Calibration","2017-01-17","","0","Pending"
"7741","2017-01-17","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO(17-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-17","","0","Job_Completed"
"7740","2017-01-17","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","17-01-2017","SOIL ANALYSIS","2017-01-26","","0","Job_Completed"
"7739","2017-01-17","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","17-01-2017","soil classification test","2017-01-25","","0","Job_Completed"
"7738","2017-01-17","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(17-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-17","","0","Job_Completed"
"7737","2017-01-17","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247(17-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-17","","0","Job_Completed"
"7736","2017-01-16","HAH-01","HAMAD AL HAMAD","NDT/25582/02","PMI using XRF","2017-01-16","","0","Job_Completed"
"7735","2017-01-16","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(16-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-16","","0","Job_Completed"
"7734","2017-01-16","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(16-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-16","","0","Job_Completed"
"7733","2017-01-16","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(16-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-02-16","","0","Job_Completed"
"7732","2017-01-16","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/NRPZ/SAR/16-01-2017","PROCTOR, SEIVE ANALYSIS,ATTERBERG LIMIT","2017-01-15","","0","Job_Completed"
"7731","2017-01-16","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO(16-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-16","","0","Job_Completed"
"7730","2017-01-16","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","heisco/maa(16-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-16","","0","Job_Completed"
"7729","2017-01-15","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(15-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-15","","0","Job_Completed"
"7728","2017-01-15","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1/15-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-15","","0","Job_Completed"
"7727","2017-01-15","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(15-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-15","","0","Job_Completed"
"7726","2017-01-15","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(15-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-15","","0","Job_Completed"
"7725","2017-01-15","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 (15-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-15","","0","Job_Completed"
"7724","2017-01-14","Mahat-01","Mahatta Trading Co","Verbal","Calibration of Welding M/c","2017-01-14","","0","Job_Completed"
"7723","2017-01-14","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(14-01-2017)","CSC","2017-01-14","","0","Job_Completed"
"7722","2017-01-14","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1(14-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-14","","0","Job_Completed"
"7721","2017-01-14","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(14-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-14","","0","Job_Completed"
"7720","2017-01-14","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(14-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-14","","0","Job_Completed"
"7719","2017-01-14","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","gc-29(14-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-14","","0","Job_Completed"
"7718","2017-01-12","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(12-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-12","","0","Job_Completed"
"7717","2017-01-12","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","alg/nrpz/fdt(10-01-2017)","FIELD DENSITY TEST","2017-01-12","","0","Job_Completed"
"7716","2017-01-12","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(12-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-12","","0","Job_Completed"
"7715","2017-01-12","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(12-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-12","","0","Job_Completed"
"7714","2017-01-12","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(12-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-12","","0","Job_Completed"
"7713","2017-01-12","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","HEISCO/MAA(12-01-2017)","CSC","2017-01-12","","0","Job_Completed"
"7712","2017-01-12","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1/(12-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-12","","0","Job_Completed"
"7711","2017-01-11","HEISCO SC16420000/B/004 -GC30","","GC-30(11-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-11","","0","Job_Completed"
"7710","2017-01-11","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(11-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-11","","0","Job_Completed"
"7709","2017-01-11","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(11-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-11","","0","Job_Completed"
"7708","2017-01-11","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(11-01-2017)","CSC","2017-01-11","","0","Job_Completed"
"7707","2017-01-11","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ(11-01-2017)","CSCY","2017-01-11","","0","Job_Completed"
"7706","2017-01-11","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","alg/lfho(11-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-11","","0","Job_Completed"
"7705","2017-01-10","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","DATED 8-1-2017","WATER TEST","2017-01-10","","0","Job_Completed"
"7704","2017-01-10","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ATS Lab Service Request","Tensile & Bend test of Rebars","","","0","Pending"
"7703","2017-01-10","HAH-01","HAMAD AL HAMAD","email dt 07/01/17","PWHT","2017-01-15","","0","Job_Completed"
"7702","2017-01-10","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(09/10-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7701","2017-01-08","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(08-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-08","","0","Job_Completed"
